index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,wifi,rom,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,ppi,resolution_width,resolution_height,fast_charging,ram,Spec_Score,size_category,charging_category,brand_category
349,onida,1,0,10.29214554,4.45,55,led,1,19.2,0.006939218,4,0,0,1,3,1,2,1,1,1,1,2,medium
350,blaupunkt,1,0,10.4341158,4.5,55,qled,1,32,0.007279626,4,0,0,1,3,1,2,3,1,2,1,0,medium
351,thomson,1,0,10.71441777,4,65,qled,1,32,0.005689015,4,0,0,1,2,1,2,3,1,3,1,0,big
352,blaupunkt,1,0,10.73639668,4.2,65,qled,1,32,0.005295767,4,0,0,1,2,1,2,3,1,3,1,0,medium
353,kodak,1,0,10.40426284,4.45,55,qled,1,22.4,0.007686597,4,0,0,1,3,1,2,3,1,3,1,0,medium
354,thomson,1,0,11.08214255,4.65,75,qled,1,32,0.004793151,4,0,0,1,1,1,2,3,1,4,1,0,big
355,blaupunkt,1,0,11.09741002,4.35,75,qled,1,32,0.004218246,4,0,0,1,1,1,2,3,1,3,1,0,medium
356,lg,1,0,10.79939189,4.65,55,led,1,19.2,0.004935701,3,0,0,1,3,1,2,1,1,2,1,2,big
357,acer,0,0,9.510444964,4.2,32,qled,1,16,0.013378769,4,1,0,0,0,0,0,2,0,1,0,2,big
358,acer,1,0,10.08580911,4.75,43,qled,1,16,0.01088587,4,0,0,1,4,1,2,2,1,2,0,2,big
359,acer,1,0,10.4341158,4.05,55,qled,1,16,0.006670784,4,1,0,0,3,1,2,3,1,2,1,1,big
360,philips,1,0,11.19821472,4.4,75,qled,1,16,0.004038411,4,0,0,1,1,1,2,3,2,4,1,1,big
361,wobble,0,1,9.680344001,4.7,40,led,1,16,0.011163198,4,0,0,1,1,0,1,2,2,0,0,2,medium
362,wobble,0,0,9.392661929,4,32,led,1,16,0.012001,4,0,0,1,0,0,0,2,2,0,0,2,medium
363,croma,1,0,10.30865262,4,55,led,1,16,0.006135378,4,0,1,0,3,1,2,1,1,1,1,2,medium
364,acer,0,1,9.680344001,4.15,40,led,1,19.2,0.009338084,4,0,0,1,1,0,1,1,1,0,0,2,big
365,acer,1,0,10.1266311,4.65,50,led,1,16,0.009858394,4,1,0,0,4,1,2,3,1,2,1,1,big
366,acerpure,1,0,10.49127422,4.25,55,qled,1,16,0.006493236,4,1,0,0,3,1,2,3,1,2,1,1,medium
367,hisense,1,0,10.93130177,4.1,65,qled,1,25.6,0.004180829,4,0,0,1,2,1,2,3,1,3,1,1,big
368,hisense,1,0,10.57108613,4.25,55,qled,1,19.2,0.005777122,4,1,0,0,3,1,2,3,1,2,1,1,big
369,metz,1,0,10.81977828,4.35,55,qled,1,32,0.00548111,4,0,0,1,3,1,2,2,1,3,1,2,small
370,hisense,1,0,10.46284616,4.2,50,qled,1,16,0.006121749,4,1,0,0,4,1,2,3,1,2,1,1,big
371,realme,1,0,11.02679245,4.75,75,qled,1,22.4,0.004325274,4,0,0,1,1,1,2,2,1,2,1,2,big
372,vu,1,0,10.97678203,4.15,75,qled,1,16,0.004753073,4,0,0,1,1,1,2,1,1,4,1,2,big
373,blaupunkt,1,0,9.952277717,4.6,43,qled,1,16,0.010733844,4,0,0,1,4,1,2,3,1,1,0,1,medium
374,kodal,1,0,10.34174248,4.65,55,qled,1,16,0.007950256,4,0,0,1,3,1,2,3,1,2,1,1,small
375,thomson,1,0,10.1266311,4.6,50,qled,1,16,0.008280331,4,0,0,1,4,1,2,3,1,1,1,1,big
376,bpl,1,0,10.10606098,4.3,43,qled,1,22.4,0.007198857,4,0,0,1,4,1,2,1,2,1,0,2,small
377,croma,0,0,9.679781343,4.35,32,qled,1,16,0.010337711,4,0,1,0,0,0,0,3,0,0,0,1,medium
378,lg,1,0,12.34579741,4.6,77,qned,1,22.4,0.001542252,3,0,0,1,1,1,2,1,1,4,0,2,big
379,sony,1,0,11.10482188,4.2,50,led,1,16,0.003474207,4,1,0,0,4,1,2,1,1,2,1,2,big
380,sansui,0,0,9.509778075,4.25,32,led,1,16,0.011341735,4,0,0,1,0,0,0,1,2,0,0,2,medium
381,coocaa,1,0,10.1266311,4.15,55,led,1,32,0.007802312,4,0,0,1,3,1,2,1,1,1,1,2,medium
382,sansui,1,0,10.60883501,4.65,55,qled,1,32,0.00723512,4,0,0,1,3,1,2,2,1,3,1,2,medium
383,sansui,1,0,10.38871841,4.45,43,qled,1,32,0.007533087,4,1,0,0,4,1,2,2,1,2,0,2,medium
384,tcl,0,1,9.601774167,4.45,32,qled,1,16,0.011132522,4,0,0,1,0,0,0,1,0,0,0,2,big
385,tcl,1,0,11.28978191,4.7,65,qled,1,44.8,0.004288804,4,0,0,1,2,1,2,1,2,4,1,2,big
386,tcl,1,0,12.34579741,4.55,77,miniled,1,44.8,0.001582616,3,0,0,1,1,1,2,1,2,4,0,2,big
387,tcl,1,0,12.10071213,4,75,miniled,1,44.8,0.00180001,4,0,0,1,1,1,2,2,2,4,1,1,big
388,croma,1,0,9.998388558,4.3,43,qled,1,32,0.009581628,4,0,1,0,4,1,2,1,1,1,0,2,medium
389,kodak,1,0,10.6454249,4,65,qled,1,16,0.00533346,4,0,0,1,2,1,2,3,1,2,1,1,medium
390,panasonic,0,0,9.73979146,4.05,32,led,1,16,0.008110018,4,0,0,1,0,0,0,1,2,0,0,2,big
391,tcl,1,0,12.34579741,4.75,77,miniled,1,44.8,0.001542252,4,0,0,1,1,1,2,3,2,4,0,1,big
392,motorola,1,0,10.32548196,4.4,50,qled,1,32,0.007790419,4,0,0,1,4,1,2,3,1,2,1,1,big
393,sansui,1,0,10.51842992,4.6,50,qled,1,22.4,0.006715328,4,1,0,0,4,1,2,2,1,2,1,2,medium
394,croma,0,0,9.305195903,4,32,qled,1,16,0.014553393,4,0,1,0,0,0,0,1,0,1,0,2,medium
395,blaupunkt,0,1,9.546812609,4.05,40,led,1,19.2,0.009547111,4,0,0,1,1,0,1,3,0,0,0,1,medium
396,croma,1,0,9.903037451,4.25,43,led,1,32,0.009567284,4,0,1,0,4,1,2,1,1,1,0,2,medium
397,infinix,0,0,9.305650552,4.75,32,qled,1,16,0.014955515,4,0,0,1,0,0,0,1,2,0,0,2,medium
398,coocaa,0,0,9.121509158,4.6,32,led,1,16,0.014955515,4,0,0,1,0,0,0,1,0,0,0,2,medium
399,reliance,0,1,9.324204628,4.25,32,led,1,19.2,0.013275324,4,0,0,1,1,0,1,1,1,0,0,2,medium
400,innoq,0,0,9.121509158,4.4,32,led,1,16,0.014955515,4,0,0,1,0,0,0,2,0,0,0,2,small
401,uniboom,0,0,9.121509158,4.1,32,led,0,16,0.014189435,3,1,0,0,0,0,0,2,0,0,0,2,medium
402,uniboom,0,1,9.375091808,4.2,40,led,0,19.2,0.011043257,3,1,0,0,1,0,1,2,1,0,0,2,medium
403,blaupunkt,1,0,11.46163217,4.35,75,led,1,16,0.003205297,4,0,0,1,1,1,2,0,1,4,1,2,medium
404,realme,1,0,10.65725935,4.6,65,led,1,28.8,0.005303654,4,0,0,1,2,1,2,2,1,1,1,2,big
405,uniboom,0,0,9.121509158,4.6,32,led,1,16,0.014955515,3,1,0,0,0,0,0,2,0,0,0,2,medium
406,croma,0,0,9.258654232,4.4,32,led,1,16,0.014955515,4,0,1,0,0,0,0,1,0,0,0,2,medium
407,toshiba,1,0,10.93294624,4,65,qled,1,28.8,0.00428648,4,1,0,0,2,1,2,1,1,3,1,2,big
408,vu,1,0,10.77895629,4.4,65,qled,1,16,0.006050126,4,1,0,0,2,1,2,1,1,3,1,2,big
409,croma,1,0,10.37320989,4.3,50,qled,1,32,0.007124101,4,0,1,0,4,1,2,1,1,2,1,2,medium
410,vu,1,0,10.08543404,4.15,43,qled,1,16,0.010206336,4,1,0,0,4,1,2,1,1,3,0,2,big
411,haier,1,0,10.18493775,4.15,43,led,1,32,0.006890566,4,0,0,1,4,1,2,1,1,1,0,2,big
412,realme,0,0,9.305650552,4.05,32,qled,1,16,0.013255751,4,0,0,1,0,0,0,1,0,0,0,2,big
413,sony,1,0,12.34579741,4,77,miniled,1,44.8,0.001542252,4,0,1,0,1,1,2,1,2,4,0,2,big
414,kenstar,1,0,10.13855967,4.3,55,led,1,25.6,0.007648524,4,0,0,1,3,1,2,1,2,1,1,2,big
415,kenstar,1,0,9.989665249,4,50,led,1,19.2,0.00789027,4,0,0,1,4,1,2,1,2,1,1,2,big
416,haier,1,0,11.09727365,4.7,65,qled,1,32,0.004558266,4,0,1,0,2,1,2,2,1,3,1,2,big
417,motorola,0,0,9.367344121,4.35,32,qled,1,16,0.014129413,4,0,0,1,0,0,0,3,0,0,0,1,big
418,iffalcon,1,0,11.15625052,4.7,75,led,1,32,0.004095773,3,0,0,1,1,1,2,2,2,3,1,2,big
419,thomson,1,0,11.46163217,4.25,75,miniled,1,16,0.003131612,4,0,0,1,1,1,2,0,1,4,1,2,big
420,iffalcon,1,0,10.81977828,4.45,65,qled,1,32,0.005607112,3,0,0,1,2,1,2,1,2,3,1,2,big
421,kodak,0,0,9.121509158,4.75,32,qled,1,16,0.014955515,4,1,0,0,0,0,0,3,0,0,0,1,medium
422,kodak,0,1,9.546812609,4.4,40,qled,1,19.2,0.011000786,4,0,0,1,1,0,1,3,0,0,0,1,medium
423,kodak,0,0,9.121509158,4.6,32,qled,1,16,0.014955515,4,0,0,1,0,0,0,1,1,0,0,2,medium
424,toshiba,1,0,10.71441777,4.3,65,led,1,16,0.005542345,4,1,0,0,2,1,2,1,1,3,1,2,big
425,hisense,1,0,10.20359214,4,50,led,1,28.8,0.007111374,4,1,0,0,4,1,2,2,1,1,1,2,big
426,xiaomi,1,0,10.08580911,4.4,43,led,1,25.6,0.008250344,4,0,0,1,4,1,2,1,1,1,0,2,big
427,toshiba,0,1,9.903487553,4.25,40,led,1,19.2,0.008075404,4,0,0,1,1,0,1,1,1,0,0,2,big
428,philips,1,0,10.93310697,4.75,65,qled,1,32,0.005513491,4,1,0,0,2,1,2,2,1,3,1,2,big
429,toshiba,0,0,9.546169545,4.7,32,led,1,16,0.011758399,4,1,0,0,0,0,0,1,2,0,0,2,big
430,nu,1,0,10.1266311,4.55,43,led,1,19.2,0.008190328,4,0,0,1,4,1,2,1,1,1,0,2,small
431,nu,1,0,10.46310334,4.55,55,led,1,22.4,0.006240178,4,0,0,1,3,1,2,1,1,1,1,2,small
432,nu,0,1,9.903487553,4,43,led,1,19.2,0.00820041,4,1,0,0,1,0,1,1,2,1,0,2,small
433,croma,1,0,10.87787737,4.5,65,led,1,32,0.004755614,4,0,1,0,2,1,2,1,1,2,1,2,medium
434,philips,0,1,9.510444964,4,32,led,1,16,0.011556412,4,1,0,0,0,0,0,1,2,0,0,2,big
435,coocaa,1,0,10.62132735,4.25,65,qled,1,32,0.006323325,4,1,0,0,2,1,2,3,1,3,1,1,medium
436,coocaa,1,0,10.20359214,4.6,43,qled,1,32,0.009541094,4,1,0,0,4,1,2,3,1,2,0,1,medium
437,sony,1,0,12.03996493,4.2,65,miniled,1,38.4,0.001909204,4,0,1,0,2,1,2,1,2,4,1,2,big
438,lg,1,0,12.01370075,4.1,55,oled,1,35.2,0.001963042,4,0,0,1,3,1,2,3,2,4,1,1,big
439,philips,1,0,10.6454249,4.3,55,qled,1,16,0.005938237,4,1,0,0,3,1,2,3,1,3,1,1,big
440,lg,1,0,11.21977514,4.65,65,led,1,25.6,0.003553425,4,0,1,0,2,1,2,1,1,3,1,2,big
441,xiaomi,1,0,10.51867319,4.45,55,qled,1,32,0.006615044,4,0,0,1,3,1,2,2,1,2,1,1,big
442,haier,1,0,11.56171563,4.55,55,oled,1,32,0.003380032,4,0,0,1,3,1,2,3,2,4,1,1,big
443,sony,1,0,12.34579741,4.65,77,miniled,1,44.8,0.001542252,4,1,0,0,1,1,2,1,2,4,0,2,big
444,sony,1,0,11.84861883,4.7,55,miniled,1,38.4,0.002519837,4,0,1,0,3,1,2,1,1,4,1,2,big
445,kodak,1,0,9.852194258,4.3,43,qled,1,22.4,0.009958419,4,1,0,0,4,1,2,3,1,1,0,1,medium
446,sony,1,0,11.96394376,4,65,miniled,1,38.4,0.001936429,4,1,0,0,2,1,2,1,1,4,1,2,big
447,vu,1,0,11.06649773,4.7,75,qled,1,16,0.00499453,4,1,0,0,1,1,2,3,1,4,1,0,big
448,vu,1,0,10.53198954,4.4,50,qled,1,16,0.007275637,4,0,0,1,4,1,2,3,1,3,1,0,big
449,haier,0,0,9.588776808,4.3,32,led,1,16,0.009130762,4,0,0,1,0,0,0,0,0,0,0,2,big
450,vu,1,0,10.81959827,4.55,65,qled,1,16,0.006007201,4,1,0,0,2,1,2,3,1,3,1,0,big
451,sony,1,0,12.34579741,4,55,oled,1,32,0.001542252,4,1,0,0,3,1,2,2,2,4,1,2,big
452,sony,1,0,11.7752205,4.65,55,miniled,1,28.8,0.002647127,4,1,0,0,3,1,2,1,1,4,1,2,big
453,sony,1,0,12.34579741,4.05,65,oled,1,32,0.001542252,4,1,0,0,2,1,2,2,2,4,1,2,big
454,coocaa,0,1,9.648595303,4.4,43,led,1,19.2,0.009368346,3,0,0,1,1,0,1,2,1,0,0,2,medium
455,sony,1,0,11.07583036,4.55,50,led,1,16,0.003874439,4,1,0,0,4,1,2,1,1,2,1,2,big
456,blaupunkt,1,0,10.34174248,4.75,55,qled,1,16,0.00827446,4,0,0,1,3,1,2,3,1,2,1,0,medium
457,blaupunkt,1,0,10.23995979,4.3,50,qled,1,16,0.008139576,4,0,0,1,4,1,2,3,1,2,1,1,medium
458,haier,0,1,9.852194258,4.2,32,qled,0,19.2,0.008179378,3,0,1,0,1,0,1,1,2,0,0,2,big
459,hisense,1,0,12.34579741,4.05,77,miniled,1,44.8,0.001542252,4,0,0,1,1,1,2,2,2,4,0,2,big
460,hisense,1,0,11.91839057,4.05,77,miniled,1,44.8,0.002214015,4,0,0,1,1,1,2,2,2,4,0,2,big
461,hisense,1,0,11.15625052,4.1,75,qled,1,25.6,0.004158631,4,1,0,0,1,1,2,2,1,4,1,2,big
462,lg,1,0,11.51283546,4.05,75,led,1,19.2,0.002632763,4,0,1,0,1,1,2,1,2,3,1,2,big
463,hisense,1,0,11.69524702,4.1,77,qled,1,44.8,0.002699189,4,1,0,0,1,1,2,2,2,4,0,2,big
464,beston,1,0,10.50232405,4.25,65,qled,1,22.4,0.00642188,4,0,0,1,2,1,2,2,1,2,1,1,medium
465,sony,1,0,11.01848159,4,50,led,1,19.2,0.003607149,4,1,0,0,4,1,2,1,1,2,1,2,big
466,tcl,1,0,11.58050934,4.25,75,miniled,1,38.4,0.003018946,4,0,0,1,1,1,2,1,1,4,1,2,big
467,samsung,1,0,11.35030065,4.75,75,led,1,22.4,0.003353336,3,1,0,0,1,1,2,1,1,3,1,2,big
468,tcl,1,0,11.51283546,4.5,75,miniled,1,32,0.003420342,3,1,0,0,1,1,2,1,2,4,1,2,big
469,lg,1,0,12.10066213,4.25,65,oled,1,38.4,0.001841769,4,0,0,1,2,1,2,3,2,4,1,1,big
470,lg,1,0,12.34579741,4.35,77,oled,1,32,0.001542252,4,0,1,0,1,1,2,3,2,4,1,1,big
471,sony,1,0,10.82359101,4.35,43,led,1,16,0.004420203,4,1,0,0,4,1,2,1,1,2,0,2,big
472,lg,0,0,9.517825072,4,32,led,1,16,0.010000735,3,0,1,0,0,0,0,1,1,0,0,2,big
473,reliance,1,0,10.44313384,4.7,55,led,1,16,0.006164923,4,0,0,1,3,1,2,1,1,1,1,2,medium
474,tcl,1,0,11.7752205,4.5,77,qled,1,32,0.002769444,4,1,0,0,1,1,2,1,2,4,0,2,big
475,toshiba,1,0,11.28978191,4.15,75,qled,1,16,0.003735047,4,0,0,1,1,1,2,2,1,4,1,2,big
476,toshiba,1,0,10.95080655,4.05,65,qled,1,16,0.004831664,4,1,0,0,2,1,2,1,1,4,1,2,big
477,toshiba,1,0,11.8493977,4.3,77,qled,1,16,0.002426446,4,0,0,1,1,1,2,3,1,4,0,1,big
478,toshiba,1,0,10.64521059,4.5,55,qled,1,16,0.006965944,4,1,0,0,3,1,2,1,1,3,1,2,big
479,lg,1,0,12.34579741,4.45,77,oled,1,44.8,0.001542252,4,0,1,0,1,1,2,3,2,4,1,1,big
480,sony,1,0,11.74237708,4,75,led,1,16,0.002035138,4,0,1,0,1,1,2,1,1,3,1,2,big
481,sony,1,0,11.36768002,4,65,led,1,16,0.002728955,4,1,0,0,2,1,2,1,1,3,1,2,big
482,tcl,1,0,10.81959827,4.15,65,led,1,19.2,0.004316863,3,0,1,0,2,1,2,1,1,2,1,2,big
483,reliance,0,0,9.386895334,4.5,32,led,1,16,0.012824811,4,0,0,1,0,0,0,1,2,0,0,2,medium
484,tcl,1,0,10.46284616,4.35,50,led,1,16,0.006340383,3,0,1,0,4,1,2,0,1,2,1,2,big
485,tcl,1,0,11.00209984,4.35,65,qled,1,32,0.00478508,3,0,0,1,2,1,2,3,2,3,1,1,big
486,tcl,1,0,11.22512339,4.75,75,qled,1,16,0.004243899,3,1,0,0,1,1,2,2,1,4,1,2,big
487,samsung,0,1,10.07537991,4.75,43,led,1,19.2,0.0082,3,1,0,0,1,0,1,1,0,1,0,2,big
488,sony,1,0,10.83940443,4.15,43,led,1,16,0.004232202,4,1,0,0,4,1,2,1,1,2,0,2,big
489,lg,1,0,11.79803674,4.7,75,miniled,1,44.8,0.002756598,4,0,1,0,1,1,2,1,2,4,1,2,big
490,haier,1,0,10.801431,4.45,55,qled,1,32,0.00543899,4,0,1,0,3,1,2,2,1,3,1,2,big
491,realme,1,0,10.08580911,4.55,43,qled,1,32,0.009669153,4,0,0,1,4,1,2,3,1,2,0,1,big
492,iffalcon,1,0,10.30895266,4.7,50,led,1,16,0.007520251,3,0,0,1,4,1,2,1,1,1,1,2,big
493,haier,1,0,11.05865344,4.5,65,qled,1,32,0.004181761,4,1,0,0,2,1,2,2,1,3,1,2,big
494,samsung,1,0,10.63323182,4.1,55,led,1,22.4,0.005336226,3,0,0,1,3,1,2,1,1,2,1,2,big
495,croma,1,0,10.08543404,4.25,43,led,1,32,0.008149229,4,0,1,0,4,1,2,1,1,1,0,2,medium
496,samsung,0,0,9.769899015,4.6,32,led,0,16,0.008675277,3,0,0,1,0,0,0,1,1,0,0,2,big
497,haier,1,0,11.40756495,4.5,55,miniled,1,32,0.003650041,4,0,0,1,3,1,2,2,2,4,1,1,big
498,haier,1,0,10.45134881,4,43,qled,1,32,0.006128939,4,1,0,0,4,1,2,1,1,2,0,2,big
499,samsung,1,0,10.59663473,4.65,50,led,1,19.2,0.006161404,3,0,0,1,4,1,2,1,1,2,1,2,big
500,samsung,1,0,11.42944603,4.7,75,led,1,19.2,0.003167736,3,0,1,0,1,1,2,1,1,3,1,2,big
501,samsung,1,0,11.46163217,4,55,miniled,1,25.6,0.002947399,4,0,0,1,3,1,2,3,1,4,1,1,big
502,samsung,1,0,12.34579741,4.55,77,oled,1,44.8,0.001542252,4,0,1,0,1,1,2,3,2,4,1,1,big
503,samsung,0,1,10.1655056,4.75,43,led,0,19.2,0.007127741,3,1,0,0,1,0,1,1,0,0,0,2,big
504,samsung,1,0,10.74669133,4.25,43,qled,1,19.2,0.005029586,4,0,0,1,4,1,2,1,1,2,0,2,big
505,samsung,1,0,12.34579741,4.1,75,miniled,1,19.2,0.001542252,4,0,0,1,4,1,2,3,0,4,1,0,big
506,samsung,1,0,11.8320408,4.65,55,miniled,1,32,0.002534705,4,0,0,1,3,1,2,3,1,4,1,1,big
507,samsung,1,0,12.34579741,4.5,77,oled,1,44.8,0.001542252,4,0,1,0,1,1,2,3,2,4,0,1,big
508,samsung,1,0,11.45694753,4.65,75,led,1,22.4,0.003098197,3,0,0,1,1,1,2,1,1,3,1,2,big
509,samsung,1,0,11.39629052,4.15,75,led,1,22.4,0.002937971,3,0,0,1,1,1,2,1,1,3,1,2,big
510,samsung,1,0,11.03474449,4.05,55,qled,1,19.2,0.003789321,4,0,1,0,3,1,2,1,1,3,1,2,big
511,samsung,1,0,11.89818787,4.45,75,qled,1,28.8,0.002028245,4,0,0,1,1,1,2,1,1,4,1,2,big
512,lg,0,0,9.713597426,4.25,32,led,1,16,0.008736397,3,0,1,0,0,0,0,1,1,0,0,2,big
513,samsung,1,0,11.38172279,4.5,65,qled,1,16,0.003181191,4,0,0,1,2,1,2,1,1,3,1,2,big
514,tcl,1,0,10.96804311,4.65,65,qled,1,32,0.005292292,4,1,0,0,2,1,2,1,2,3,1,2,big
515,samsung,1,0,11.00194983,4.05,65,led,1,22.4,0.004050675,3,0,0,1,2,1,2,1,1,3,1,2,big
516,tcl,1,0,10.46027076,4.3,55,led,1,22.4,0.006037249,3,0,0,1,3,1,2,1,1,1,1,2,big
517,tcl,1,0,10.95064864,4.25,65,qled,1,16,0.004847342,3,1,0,0,2,1,2,1,1,3,1,2,big
518,samsung,1,0,12.34579741,4.75,65,miniled,1,19.2,0.001567721,4,0,0,1,4,1,2,3,0,4,1,0,big
519,iffalcon,1,0,10.1266311,4.1,43,led,1,16,0.007380295,3,0,0,1,4,1,2,1,1,1,0,2,big
520,iffalcon,1,0,10.40426284,4.3,55,led,1,16,0.006254735,3,0,0,1,3,1,2,1,1,1,1,2,big
521,samsung,1,0,11.06961829,4.55,65,led,1,22.4,0.004111232,3,0,0,1,2,1,2,1,1,3,1,2,big
522,samsung,1,0,10.74270284,4.45,55,led,1,22.4,0.005191186,3,0,1,0,3,1,2,1,1,2,1,2,big
523,samsung,1,0,10.39053265,4.15,43,led,1,22.4,0.006502504,3,0,0,1,4,1,2,1,1,2,0,2,big
524,samsung,1,0,10.71885237,4.2,55,led,1,19.2,0.005110733,3,0,0,1,3,1,2,1,1,2,1,2,big
525,samsung,1,0,10.79119361,4.65,55,led,1,19.2,0.005263429,3,0,0,1,3,1,2,1,1,2,1,2,big
526,samsung,1,0,11.28339909,4.5,55,qled,1,19.2,0.003623097,4,0,0,1,3,1,2,1,2,3,1,2,big
527,samsung,1,0,11.26241072,4.75,65,led,1,22.4,0.003539357,3,0,0,1,2,1,2,1,1,3,1,2,big
528,samsung,1,0,11.10094921,4.35,50,qled,1,19.2,0.004006311,4,0,0,1,4,1,2,1,1,3,1,2,big
529,samsung,1,0,10.83960052,4.6,50,led,1,22.4,0.004870588,3,0,0,1,4,1,2,1,1,2,1,2,big
530,samsung,1,0,10.50701086,4.1,43,led,1,22.4,0.005717801,3,0,0,1,4,1,2,1,1,2,0,2,big
531,lumio,1,0,10.91508846,4.7,55,miniled,1,32,0.005640103,4,1,0,0,3,1,2,1,2,3,1,2,big
532,vw,1,0,10.91871823,4.6,75,qled,1,32,0.0055001,4,1,0,0,1,1,2,3,1,3,1,1,big
533,lumio,1,0,10.54534144,4.25,55,qled,1,16,0.006710703,4,1,0,0,3,1,2,2,2,3,1,2,big
534,samsung,1,0,10.35745707,4.05,43,led,1,19.2,0.006687837,3,1,0,0,4,1,2,1,1,2,0,2,big
535,samsung,1,0,11.22512339,4.25,65,qled,1,22.4,0.003570476,3,1,0,0,2,1,2,1,1,3,1,2,big
536,samsung,1,0,10.62110781,4.5,55,led,1,19.2,0.006147841,3,1,0,0,3,1,2,1,1,2,1,2,big
537,samsung,1,0,10.57108613,4.35,50,led,1,19.2,0.006136189,3,1,0,0,4,1,2,1,1,2,1,2,big
538,samsung,1,0,10.49102419,4.65,43,qled,1,19.2,0.007106141,3,0,1,0,4,1,2,1,1,2,0,2,big
539,acer,1,0,10.858999,4.6,43,qled,1,16,0.004865478,4,0,0,1,4,1,2,2,1,2,0,2,big
540,tcl,0,0,9.6152053,4,32,qled,1,16,0.010140093,3,1,0,0,0,0,0,0,0,0,0,2,big
541,iffalcon,0,0,9.546812609,4.4,32,led,1,16,0.011000786,3,0,0,1,0,0,0,0,0,0,0,2,big
542,thomson,0,1,9.546812609,4.3,40,led,1,19.2,0.010750768,4,0,0,1,1,0,1,3,0,0,0,1,big
543,thomson,0,0,9.121509158,4,32,led,1,16,0.013553394,4,0,0,1,0,0,0,3,0,0,0,1,big
544,uniboom,0,1,9.546169545,4.05,43,led,1,19.2,0.010132237,4,0,0,1,1,0,1,2,1,0,0,2,medium
545,uniboom,0,0,9.121509158,4.7,32,led,0,16,0.013921016,3,0,0,1,0,0,0,2,0,0,0,2,medium
546,infinix,0,1,9.510444964,4.25,40,qled,1,19.2,0.011334173,4,0,0,1,1,0,1,0,1,0,0,2,medium
547,croma,1,0,10.49102419,4.05,55,led,1,25.6,0.005288969,4,0,1,0,3,1,2,1,1,1,1,2,medium
548,onida,1,0,10.03771245,4,43,led,1,19.2,0.007520112,3,0,0,1,4,1,2,1,2,1,0,2,medium
549,lg,0,0,9.905285934,4.6,32,led,1,16,0.008724732,3,0,0,1,0,0,0,1,2,0,0,2,big
550,onida,0,0,9.472704636,4.55,32,qled,1,16,0.014001077,4,0,0,1,0,0,0,1,2,1,0,2,medium
551,toshiba,1,0,10.81977828,4.75,65,qled,1,16,0.006270125,4,0,0,1,2,1,2,3,1,3,1,1,big
552,toshiba,1,0,10.54534144,4.55,55,qled,1,16,0.00754362,4,0,0,1,3,1,2,3,1,3,1,1,big
553,tcl,1,0,12.34579741,4.65,77,miniled,1,44.8,0.001542252,4,0,0,1,1,1,2,1,2,4,0,2,big
554,blackdecker,1,0,10.30895266,4.05,50,led,1,16,0.007290243,4,1,0,0,4,1,2,2,1,2,1,2,small
555,lloyd,0,1,10.0367064,4.2,43,led,1,19.2,0.006801173,4,0,0,1,1,0,1,1,1,0,0,2,medium
556,croma,0,0,9.121509158,4.55,32,led,1,16,0.014955515,4,0,1,0,0,0,0,1,2,0,0,2,medium
557,reliance,1,0,10.04285811,4,43,led,1,19.2,0.007481514,4,0,0,1,4,1,2,1,1,1,0,2,medium
558,infinix,1,0,10.20359214,4.1,55,qled,1,16,0.008352161,4,0,0,1,3,1,2,3,1,2,1,1,medium
559,acer,1,0,11.17099838,4.75,65,qled,1,16,0.004613663,4,0,0,1,2,1,2,3,1,4,1,1,big
560,acer,1,0,11.51292546,4.35,75,qled,1,32,0.003306033,4,1,0,0,1,1,2,3,2,4,1,1,big
561,foxsky,1,0,10.6454249,4.35,65,qled,1,16,0.006835877,4,1,0,0,2,1,2,2,1,3,1,2,medium
562,foxsky,1,0,11.15625052,4.5,75,qled,1,16,0.004500064,4,1,0,0,1,1,2,2,1,4,1,2,medium
563,reliance,1,0,10.30598158,4.7,55,qled,1,22.4,0.008014042,4,0,0,1,3,1,2,1,2,2,1,2,medium
564,vu,1,0,11.08966801,4.65,65,qled,1,16,0.005254237,4,1,0,0,2,1,2,1,2,4,1,2,big
565,foxsky,1,0,10.1266311,4.55,50,qled,1,25.6,0.0100104,4,0,0,1,4,1,2,2,1,2,1,2,medium
566,foxsky,1,0,10.23995979,4.45,55,qled,1,25.6,0.008741384,4,0,0,1,3,1,2,2,1,2,1,2,medium
567,samsung,1,0,11.22512339,4.6,55,qled,1,28.8,0.004109881,4,1,0,0,3,1,2,1,1,4,1,2,big
568,hisense,0,1,10.12627104,4.5,43,led,1,19.2,0.007382953,4,0,0,1,1,0,1,2,1,1,0,2,big
569,acer,0,0,9.642122788,4.3,32,qled,1,16,0.011448795,4,0,0,1,0,0,0,2,2,1,0,2,big
570,acer,1,0,10.54534144,4.1,55,qled,1,16,0.006797547,4,1,0,0,3,1,2,3,1,3,1,1,big
571,acer,1,0,10.38899537,4.1,50,qled,1,16,0.007821779,4,1,0,0,4,1,2,3,1,3,1,1,big
572,vu,1,0,10.22918769,4.6,50,led,1,16,0.009133904,4,0,0,1,4,1,2,1,1,2,1,2,big
573,vu,1,0,10.27474072,4.35,43,led,1,16,0.007952742,4,0,0,1,4,1,2,1,1,2,0,2,big
